1,1444,0,3
2,3372,0,5
3,2016,0,3
4,4391,0,5
5,1815,0,1
6,2702,0,2
7,2534,0,3
8,3182,0,3
9,4303,0,2
10,2994,0,3
11,2925,0,2
12,2679,0,1
13,4585,0,3
14,311,0,3
15,542,0,5
16,583,0,5
17,237,0,5
18,1192,0,4
19,3067,0,5
20,5262,0,2
21,816,0,5
22,2318,0,1
23,6174,0,3
24,2967,0,2
25,2786,0,3
26,3490,0,3
27,853,0,3
28,5360,0,2
29,4631,0,3
30,3521,0,1
31,3342,0,2
32,1559,0,2
33,45,0,2
34,4675,0,1
35,3014,0,5
36,816,0,5
37,4047,0,3
38,5208,0,2
39,2128,0,3
40,72,0,5
41,183,0,5
42,872,0,1
43,3196,0,2
44,2317,0,2
45,2749,0,5
46,288,0,1
47,263,0,2
48,1254,0,2
49,2580,0,1
50,2905,0,3
51,1434,0,1
52,1792,0,2
53,3269,0,3
54,4827,0,1
55,2473,0,3
56,1200,0,2
57,5539,0,3
58,950,0,1
59,1261,0,4
60,1194,0,3
61,1526,0,2
62,1689,0,1
63,3582,0,2
64,1025,0,3
65,3566,0,2
66,3586,0,2
67,1964,0,5
68,1182,0,5
69,6950,0,3
70,2238,0,2
71,2670,0,5
72,3186,0,3
73,2068,0,5
74,591,0,2
75,2077,0,4
76,109,0,2
77,5549,0,5
78,5406,0,5
79,720,0,5
80,2884,0,1
81,3066,0,5
82,202,0,1
83,1208,0,5
84,3539,0,4
85,1570,0,4
86,3201,0,5
87,2828,0,5
88,760,0,4
89,6275,0,5
90,835,0,2
91,2906,0,3
92,1629,0,5
93,136,0,2
94,4997,0,5
95,5102,0,4
96,60,0,5
97,380,0,4
98,6500,0,3
99,1997,0,5
100,1664,0,1
101,2663,0,5
102,2457,0,4
103,3056,0,2
104,3571,0,5
105,1936,0,4
106,1991,0,3
107,3645,0,2
108,226,0,3
109,1118,0,2
110,3225,0,3
111,1307,0,5
112,1805,0,5
113,1519,0,2
114,4359,0,5
115,448,0,5
116,3166,0,4
117,3102,0,3
118,3414,0,1
119,1554,0,2
120,1004,0,5
121,127,0,3
122,2709,0,3
123,1382,0,5
124,605,0,1
125,6861,0,5
126,2237,0,5
127,2119,0,1
128,6140,0,5
129,209,0,5
130,1529,0,3
131,4495,0,5
132,1845,0,5
133,5730,0,5
134,2410,0,4
135,666,0,5
136,5708,0,5
137,1327,0,5
138,606,0,5
139,2730,0,5
140,875,0,5
141,6948,0,5
142,3593,0,5
143,1441,0,5
144,607,0,5
145,1912,0,5
146,3474,0,5
147,1290,0,2
148,1781,0,5
149,2745,0,5
150,900,0,2
151,509,0,5
152,3404,0,5
153,2067,0,4
154,5145,0,5
155,5283,0,5
156,6264,0,5
157,1835,0,5
158,440,0,5
159,886,0,5
160,2995,0,5
161,877,0,5
162,3767,0,5
163,1930,0,1
164,4235,0,5
165,2399,0,5
166,2847,0,5
167,1505,0,5
168,1195,0,5
169,1532,0,1
170,3673,0,5
171,6330,0,5
172,1053,0,5
173,625,0,4
174,1111,0,5
175,1082,0,5
176,203,0,5
177,2441,0,5
178,513,0,3
179,492,0,2
180,1662,0,5
181,1785,0,5
182,133,0,5
183,2563,0,5
184,6765,0,5
185,1539,0,2
186,6074,0,5
187,4579,0,5
188,2878,0,5
189,152,0,5
190,2596,0,5
191,5828,0,1
192,2969,0,2
193,1546,0,5
194,3461,0,2
195,2300,0,5
196,2087,0,5
197,1533,0,5
198,2554,0,5
199,1520,0,5
200,2165,0,5
201,4208,0,5
202,6308,0,5
203,1679,0,5
204,931,0,5
205,749,1,5
206,6984,1,5
207,1273,1,5
208,1936,1,5
209,2644,1,5
210,4184,1,4
211,3900,1,5
212,2658,1,5
213,27,1,2
214,1279,1,5
215,1423,1,2
216,1290,1,3
217,2952,1,5
218,3555,1,5
219,1726,1,5
220,1741,1,5
221,1939,1,5
222,2544,1,4
223,615,1,5
224,1956,1,4
225,2098,1,5
226,4810,1,5
227,3433,1,3
228,5915,1,1
229,168,1,4
230,2330,1,5
231,3386,1,1
232,6742,1,1
233,1842,1,5
234,3628,1,1
235,3310,1,1
236,6247,1,3
237,4598,1,1
238,3173,1,5
239,2934,1,2
240,3084,1,1
241,3006,1,1
242,3377,1,3
243,2337,1,1
244,6370,1,5
245,2100,1,3
246,2728,1,3
247,2211,1,1
248,1331,1,5
249,6367,1,2
250,3143,1,5
251,198,1,5
252,4098,1,4
253,3569,1,1
254,5323,1,5
255,2135,1,1
256,4638,1,5
257,2941,1,1
258,3223,1,2
259,2666,1,1
260,1219,1,1
261,5116,1,5
262,4694,1,2
263,446,1,5
264,2216,1,5
265,4679,1,4
266,182,1,1
267,439,1,3
268,3678,1,5
269,335,1,4
270,3361,1,5
271,3273,1,4
272,8,1,5
273,3473,1,5
274,945,1,5
275,624,1,5
276,4840,1,4
277,1405,1,5
278,3510,1,3
279,6498,1,5
280,431,1,5
281,4880,1,4
282,466,1,2
283,1262,1,5
284,5589,1,5
285,6436,1,5
286,1844,1,5
287,2942,1,5
288,4567,1,3
289,2201,1,5
290,3585,1,5
291,2894,1,5
292,1693,1,5
293,3402,1,5
294,1073,1,5
295,1787,1,5
296,4366,1,5
297,4664,1,5
298,1595,1,5
299,1401,1,5
300,2057,1,2
301,339,1,5
302,5739,1,5
303,3248,1,5
